PGN,ECO,NAME,FEN
1. d4 d5 2. Bf4 c5,D00,Queen's Pawn Game: Accelerated London System; Steinitz Countergambit,rnbqkbnr/pp2pppp/8/2pp4/3P1B2/8/PPP1PPPP/RN1QKBNR
1. d4 d5 2. Bf4 c5 3. dxc5,D00,Queen's Pawn Game: Accelerated London System; Steinitz Countergambit Accepted,rnbqkbnr/pp2pppp/8/2Pp4/5B2/8/PPP1PPPP/RN1QKBNR
1. d4 d5 2. Bf4 c5 3. e4,D00,Queen's Pawn Game: Accelerated London System; Steinitz Countergambit; Morris Countergambit,rnbqkbnr/pp2pppp/8/2pp4/3PPB2/8/PPP2PPP/RN1QKBNR
1. d4 d5 2. Bf4 c5 3. e4 dxe4,D00,Queen's Pawn Game: Accelerated London System; Steinitz Countergambit; Morris Countergambit Accepted,rnbqkbnr/pp2pppp/8/2p5/3PpB2/8/PPP2PPP/RN1QKBNR
1. d4 d5 2. Nc3,D00,Queen's Pawn Game: Chigorin Variation,rnbqkbnr/ppp1pppp/8/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR
1. d4 d5 2. Nc3 e6,D00,Queen's Pawn Game: Chigorin Variation,rnbqkbnr/ppp2ppp/4p3/3p4/3P4/2N5/PPP1PPPP/R1BQKBNR
1. d4 d5 2. Nc3 Bf5,D00,Queen's Pawn Game: Chigorin Variation; Alburt Defense,rn1qkbnr/ppp1pppp/8/3p1b2/3P4/2N5/PPP1PPPP/R1BQKBNR
1. d4 d5 2. Nc3 Bg4,D00,Queen's Pawn Game: Chigorin Variation; Anti-Veresov,rn1qkbnr/ppp1pppp/8/3p4/3P2b1/2N5/PPP1PPPP/R1BQKBNR
1. d4 g6 2. Nf3 Bg7 3. Nc3 d5,D00,Queen's Pawn Game: Chigorin Variation; Fianchetto Defense,rnbqk1nr/ppp1ppbp/6p1/3p4/3P4/2N2N2/PPP1PPPP/R1BQKB1R
1. d4 d5 2. Nc3 c5,D00,Queen's Pawn Game: Chigorin Variation; Irish Gambit,rnbqkbnr/pp2pppp/8/2pp4/3P4/2N5/PPP1PPPP/R1BQKBNR
1. d4 d5 2. Nc3 e5,D00,Queen's Pawn Game: Chigorin Variation; Shaviliuk Gambit,rnbqkbnr/ppp2ppp/8/3pp3/3P4/2N5/PPP1PPPP/R1BQKBNR
1. d4 d5 2. Nc3 h5,D00,Queen's Pawn Game: Chigorin Variation; Shropshire Defense,rnbqkbnr/ppp1ppp1/8/3p3p/3P4/2N5/PPP1PPPP/R1BQKBNR
1. d4 Nf6 2. Nc3 d5 3. e4,D00,Queen's Pawn Game: H?sch Gambit,rnbqkb1r/ppp1pppp/5n2/3p4/3PP3/2N5/PPP2PPP/R1BQKBNR
1. d4 d5 2. Bg5,D00,Queen's Pawn Game: Levitsky Attack,rnbqkbnr/ppp1pppp/8/3p2B1/3P4/8/PPP1PPPP/RN1QKBNR
1. d4 d5 2. Bg5 Bg4,D00,Queen's Pawn Game: Levitsky Attack; Welling Variation,rn1qkbnr/ppp1pppp/8/3p2B1/3P2b1/8/PPP1PPPP/RN1QKBNR
1. d4 d5 2. f4,D00,Queen's Pawn Game: Mason Attack,rnbqkbnr/ppp1pppp/8/3p4/3P1P2/8/PPP1P1PP/RNBQKBNR
1. d4 d5 2. e3 Nf6 3. Bd3,D00,Queen's Pawn Game: Stonewall Attack,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/3BP3/PPP2PPP/RNBQK1NR
1. d4 d5 2. g4,D00,Queen's Pawn Game: Zurich Gambit,rnbqkbnr/ppp1pppp/8/3p4/3P2P1/8/PPP1PP1P/RNBQKBNR
1. d4 d5 2. Nc3 Nf6 3. Bf4,D01,Rapport-Jobava System,rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR
1. d4 d5 2. Nc3 Nf6 3. Bf4 e6,D01,Rapport-Jobava System,rnbqkb1r/ppp2ppp/4pn2/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR
1. d4 d5 2. Nc3 Nf6 3. Bf4 g6,D01,Rapport-Jobava System,rnbqkb1r/ppp1pp1p/5np1/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR
1. d4 d5 2. Nc3 e6 3. Bf4,D01,Rapport-Jobava System; with e6,rnbqkbnr/ppp2ppp/4p3/3p4/3P1B2/2N5/PPP1PPPP/R2QKBNR
1. d4 Nf6 2. Nc3 d5 3. Bg5,D01,Richter-Veresov Attack,rnbqkb1r/ppp1pppp/5n2/3p2B1/3P4/2N5/PPP1PPPP/R2QKBNR
1. d4 Nf6 2. Nc3 d5 3. Bg5 Bf5,D01,Richter-Veresov Attack,rn1qkb1r/ppp1pppp/5n2/3p1bB1/3P4/2N5/PPP1PPPP/R2QKBNR
1. d4 Nf6 2. Nc3 d5 3. Bg5 Ne4,D01,Richter-Veresov Attack: Boyce Defense,rnbqkb1r/ppp1pppp/8/3p2B1/3Pn3/2N5/PPP1PPPP/R2QKBNR
1. d4 Nf6 2. Nc3 d5 3. Bg5 c5 4. Bxf6 gxf6 5. e4 dxe4 6. d5,D01,Richter-Veresov Attack: Malich Gambit,rnbqkb1r/pp2pp1p/5p2/2pP4/4p3/2N5/PPP2PPP/R2QKBNR
1. d4 Nf6 2. Nc3 d5 3. Bg5 Bf5 4. f3,D01,Richter-Veresov Attack: Richter Variation,rn1qkb1r/ppp1pppp/5n2/3p1bB1/3P4/2N2P2/PPP1P1PP/R2QKBNR
1. d4 Nf6 2. Nc3 d5 3. Bg5 Nbd7 4. Nf3,D01,Richter-Veresov Attack: Two Knights System,r1bqkb1r/pppnpppp/5n2/3p2B1/3P4/2N2N2/PPP1PPPP/R2QKB1R
1. d4 Nf6 2. Nc3 d5 3. Bg5 Nbd7 4. Nf3 g6,D01,Richter-Veresov Attack: Two Knights System; Gr?feld Defense,r1bqkb1r/pppnpp1p/5np1/3p2B1/3P4/2N2N2/PPP1PPPP/R2QKB1R
1. d4 Nf6 2. Nc3 d5 3. Bg5 Bf5 4. Bxf6,D01,Richter-Veresov Attack: Veresov Variation,rn1qkb1r/ppp1pppp/5B2/3p1b2/3P4/2N5/PPP1PPPP/R2QKBNR
1. d4 Nf6 2. Nf3 d5 3. Bf4 c5 4. e3 Qb6 5. Nc3,D02,London System: Poisoned Pawn Variation,rnb1kb1r/pp2pppp/1q3n2/2pp4/3P1B2/2N1PN2/PPP2PPP/R2QKB1R
1. d4 d5 2. Nf3 Bf5 3. c4 e6 4. Nc3 c6,D02,Queen's Gambit Declined: Baltic Defense; Pseudo-Slav,rn1qkbnr/pp3ppp/2p1p3/3p1b2/2PP4/2N2N2/PP2PPPP/R1BQKB1R
1. Nf3 d5 2. d4 Bg4,D02,Queen's Pawn Game: Anti-Torre,rn1qkbnr/ppp1pppp/8/3p4/3P2b1/5N2/PPP1PPPP/RNBQKB1R
1. d4 d5 2. Nf3 c5 3. g3 cxd4 4. Bg2,D02,Queen's Pawn Game: Chandler Gambit,rnbqkbnr/pp2pppp/8/3p4/3p4/5NP1/PPP1PPBP/RNBQK2R
1. d4 d5 2. Nf3 Nc6,D02,Queen's Pawn Game: Chigorin Variation,r1bqkbnr/ppp1pppp/2n5/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R
1. d4 d5 2. Nf3 c5,D02,Queen's Pawn Game: Krause Variation,rnbqkbnr/pp2pppp/8/2pp4/3P4/5N2/PPP1PPPP/RNBQKB1R
1. d4 d5 2. Nf3 c6 3. Bg5 h6 4. Bh4 Qb6,D02,Queen's Pawn Game: Levitsky Attack; Euwe Variation; Modern Line,rnb1kbnr/pp2ppp1/1qp4p/3p4/3P3B/5N2/PPP1PPPP/RN1QKB1R
1. d4 d5 2. Nf3 Nf6 3. Bf4,D02,Queen's Pawn Game: London System,rnbqkb1r/ppp1pppp/5n2/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R
1. d4 g6 2. Nf3 Bg7 3. Bf4 c5 4. c3 cxd4 5. cxd4 Qa5+,D02,Queen's Pawn Game: London System; Pterodactyl Variation,rnb1k1nr/pp1pppbp/6p1/q7/3P1B2/5N2/PP2PPPP/RN1QKB1R
1. d4 d5 2. Nf3 e6 3. Bf4,D02,Queen's Pawn Game: London System; with e6,rnbqkbnr/ppp2ppp/4p3/3p4/3P1B2/5N2/PPP1PPPP/RN1QKB1R
1. d4 d5 2. Nf3 Nf6,D02,Queen's Pawn Game: Symmetrical Variation,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R
1. d4 d5 2. Nf3 Nf6 3. g3,D02,Queen's Pawn Game: Symmetrical Variation; Pseudo-Catalan,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/5NP1/PPP1PP1P/RNBQKB1R
1. d4 d5 2. Nf3 Nf6 3. c4 b5,D02,Queen's Pawn Game: Zilbermints Countergambit,rnbqkb1r/p1p1pppp/5n2/1p1p4/2PP4/5N2/PP2PPPP/RNBQKB1R
1. d4 d5 2. Nf3,D02,Queen's Pawn Game: Zukertort Variation,rnbqkbnr/ppp1pppp/8/3p4/3P4/5N2/PPP1PPPP/RNBQKB1R
1. d4 d5 2. Nf3 Nf6 3. Bg5,D03,Queen's Pawn Game: Torre Attack,rnbqkb1r/ppp1pppp/5n2/3p2B1/3P4/5N2/PPP1PPPP/RN1QKB1R
1. d4 d5 2. Nf3 Nf6 3. Bg5 Ne4,D03,Queen's Pawn Game: Torre Attack; Gossip Variation,rnbqkb1r/ppp1pppp/8/3p2B1/3Pn3/5N2/PPP1PPPP/RN1QKB1R
1. d4 d5 2. Nf3 Nf6 3. Bg5 g6,D03,Queen's Pawn Game: Torre Attack; Gr?feld Variation,rnbqkb1r/ppp1pp1p/5np1/3p2B1/3P4/5N2/PPP1PPPP/RN1QKB1R
1. d4 d5 2. Nf3 Nf6 3. e3,D04,Queen's Pawn Game: Colle System,rnbqkb1r/ppp1pppp/5n2/3p4/3P4/4PN2/PPP2PPP/RNBQKB1R
1. d4 d5 2. Nf3 Nf6 3. e3 Bf5,D04,Queen's Pawn Game: Colle System; Anti-Colle,rn1qkb1r/ppp1pppp/5n2/3p1b2/3P4/4PN2/PPP2PPP/RNBQKB1R
1. d4 d5 2. Nf3 Nf6 3. e3 g6 4. Bd3 Bg7,D04,Queen's Pawn Game: Colle System; Gr?feld Formation,rnbqk2r/ppp1ppbp/5np1/3p4/3P4/3BPN2/PPP2PPP/RNBQK2R
1. d4 d5 2. Nf3 Nf6 3. e3 e6,D05,Queen's Pawn Game: Colle System,rnbqkb1r/ppp2ppp/4pn2/3p4/3P4/4PN2/PPP2PPP/RNBQKB1R
1. d4 d5 2. Nf3 Nf6 3. e3 e6 4. Bd3,D05,Queen's Pawn Game: Colle System,rnbqkb1r/ppp2ppp/4pn2/3p4/3P4/3BPN2/PPP2PPP/RNBQK2R
1. d4 Nf6 2. Nf3 e6 3. e3 c5 4. Bd3 d5 5. c3,D05,Queen's Pawn Game: Colle System; Traditional Colle,rnbqkb1r/pp3ppp/4pn2/2pp4/3P4/2PBPN2/PP3PPP/RNBQK2R
1. d4 d5 2. Nf3 c5 3. e3 Nf6 4. Nbd2 e6 5. b3,D05,Queen's Pawn Game: Zukertort Variation,rnbqkb1r/pp3ppp/4pn2/2pp4/3P4/1P2PN2/P1PN1PPP/R1BQKB1R
1. d4 Nf6 2. Nf3 e6 3. e3 c5 4. Bd3 d5 5. b3,D05,Rubinstein Opening,rnbqkb1r/pp3ppp/4pn2/2pp4/3P4/1P1BPN2/P1P2PPP/RNBQK2R
1. d4 Nf6 2. Nf3 e6 3. e3 c5 4. Bd3 d5 5. b3 Nc6 6. O-O Bd6 7. Bb2 O-O,D05,Rubinstein Opening: Bogoljubow Defense,r1bq1rk1/pp3ppp/2nbpn2/2pp4/3P4/1P1BPN2/PBP2PPP/RN1Q1RK1
1. d4 Nf6 2. Nf3 e6 3. e3 c5 4. Bd3 d5 5. b3 Nc6 6. O-O Be7 7. Bb2 O-O,D05,Rubinstein Opening: Classical Defense,r1bq1rk1/pp2bppp/2n1pn2/2pp4/3P4/1P1BPN2/PBP2PPP/RN1Q1RK1
1. d4 d5 2. Nf3 Nf6 3. e3 e6 4. Bd3 Bd6 5. O-O O-O 6. b3 Nbd7 7. Bb2,D05,Rubinstein Opening: Semi-Slav Defense,r1bq1rk1/pppn1ppp/3bpn2/3p4/3P4/1P1BPN2/PBP2PPP/RN1Q1RK1
1. d4 d5 2. c4,D06,Queen's Gambit,rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR
1. d4 d5 2. c4 c5 3. dxc5 d4,D06,Queen's Gambit Declined: Austrian Attack; Salvio Countergambit,rnbqkbnr/pp2pppp/8/2P5/2Pp4/8/PP2PPPP/RNBQKBNR
1. d4 d5 2. c4 c5,D06,Queen's Gambit Declined: Austrian Defense,rnbqkbnr/pp2pppp/8/2pp4/2PP4/8/PP2PPPP/RNBQKBNR
1. d4 d5 2. c4 c5 3. cxd5 Nf6,D06,Queen's Gambit Declined: Austrian Defense; Gusev Countergambit,rnbqkb1r/pp2pppp/5n2/2pP4/3P4/8/PP2PPPP/RNBQKBNR
1. d4 d5 2. c4 c5 3. cxd5 Nf6 4. e4 Nxe4 5. dxc5 Qa5+,D06,Queen's Gambit Declined: Austrian Defense; Haberditz Variation,rnb1kb1r/pp2pppp/8/q1PP4/4n3/8/PP3PPP/RNBQKBNR
1. d4 d5 2. c4 Bf5,D06,Queen's Gambit Declined: Baltic Defense,rn1qkbnr/ppp1pppp/8/3p1b2/2PP4/8/PP2PPPP/RNBQKBNR
1. d4 d5 2. c4 Bf5 3. cxd5 Bxb1 4. Qa4+ c6 5. dxc6 Nxc6,D06,Queen's Gambit Declined: Baltic Defense; Argentinian Gambit,r2qkbnr/pp2pppp/2n5/8/Q2P4/8/PP2PPPP/RbB1KBNR
1. d4 d5 2. c4 Bf5 3. Nc3 e6 4. Nf3 Nc6,D06,Queen's Gambit Declined: Baltic Defense; Pseudo-Chigorin,r2qkbnr/ppp2ppp/2n1p3/3p1b2/2PP4/2N2N2/PP2PPPP/R1BQKB1R
1. d4 d5 2. c4 Bf5 3. Qb3,D06,Queen's Gambit Declined: Baltic Defense; Queen Attack,rn1qkbnr/ppp1pppp/8/3p1b2/2PP4/1Q6/PP2PPPP/RNB1KBNR
1. d4 d5 2. c4 Bf5 3. Nc3 e6 4. Qb3,D06,Queen's Gambit Declined: Baltic Defense; Queen Attack Deferred,rn1qkbnr/ppp2ppp/4p3/3p1b2/2PP4/1QN5/PP2PPPP/R1B1KBNR
1. d4 d5 2. c4 Nf6,D06,Queen's Gambit Declined: Marshall Defense,rnbqkb1r/ppp1pppp/5n2/3p4/2PP4/8/PP2PPPP/RNBQKBNR
1. d4 d5 2. c4 Nf6 3. cxd5 c6,D06,Queen's Gambit Declined: Marshall Defense; Tan Gambit,rnbqkb1r/pp2pppp/2p2n2/3P4/3P4/8/PP2PPPP/RNBQKBNR
1. d4 d5 2. c4 b5,D06,Queen's Gambit Declined: Zilbermints Gambit,rnbqkbnr/p1p1pppp/8/1p1p4/2PP4/8/PP2PPPP/RNBQKBNR
1. d4 d5 2. c4 Nc6,D07,Queen's Gambit Declined: Chigorin Defense,r1bqkbnr/ppp1pppp/2n5/3p4/2PP4/8/PP2PPPP/RNBQKBNR
1. d4 d5 2. c4 Nc6 3. Nc3,D07,Queen's Gambit Declined: Chigorin Defense,r1bqkbnr/ppp1pppp/2n5/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR
1. d4 d5 2. c4 Nc6 3. Nc3 dxc4,D07,Queen's Gambit Declined: Chigorin Defense,r1bqkbnr/ppp1pppp/2n5/8/2pP4/2N5/PP2PPPP/R1BQKBNR
1. d4 d5 2. c4 Nc6 3. cxd5 Qxd5,D07,Queen's Gambit Declined: Chigorin Defense; Exchange Variation,r1b1kbnr/ppp1pppp/2n5/3q4/3P4/8/PP2PPPP/RNBQKBNR
1. d4 d5 2. c4 Nc6 3. cxd5 Qxd5 4. e3 e5 5. Nc3 Bb4 6. Bd2 Bxc3 7. Bxc3 exd4 8. Ne2,D07,Queen's Gambit Declined: Chigorin Defense; Exchange Variation; Costa's Line,r1b1k1nr/ppp2ppp/2n5/3q4/3p4/2B1P3/PP2NPPP/R2QKB1R
1. d4 d5 2. c4 Nc6 3. Nc3 dxc4 4. Nf3,D07,Queen's Gambit Declined: Chigorin Defense; Janowski Variation,r1bqkbnr/ppp1pppp/2n5/8/2pP4/2N2N2/PP2PPPP/R1BQKB1R
1. d4 d5 2. c4 Nc6 3. Nf3 e5,D07,Queen's Gambit Declined: Chigorin Defense; Lazard Gambit,r1bqkbnr/ppp2ppp/2n5/3pp3/2PP4/5N2/PP2PPPP/RNBQKB1R
1. d4 d5 2. c4 Nc6 3. Nf3 Bg4,D07,Queen's Gambit Declined: Chigorin Defense; Main Line,r2qkbnr/ppp1pppp/2n5/3p4/2PP2b1/5N2/PP2PPPP/RNBQKB1R
1. d4 d5 2. c4 Nc6 3. Nf3 Bg4 4. Qa4,D07,Queen's Gambit Declined: Chigorin Defense; Main Line; Alekhine Variation,r2qkbnr/ppp1pppp/2n5/3p4/Q1PP2b1/5N2/PP2PPPP/RNB1KB1R
1. d4 d5 2. c4 Nc6 3. Nc3 dxc4 4. Nf3 Nf6,D07,Queen's Gambit Declined: Chigorin Defense; Modern Gambit,r1bqkb1r/ppp1pppp/2n2n2/8/2pP4/2N2N2/PP2PPPP/R1BQKB1R
1. d4 d5 2. c4 Nc6 3. Nc3 e5,D07,Queen's Gambit Declined: Chigorin Defense; Tartakower Gambit,r1bqkbnr/ppp2ppp/2n5/3pp3/2PP4/2N5/PP2PPPP/R1BQKBNR
1. d4 d5 2. c4 e5,D08,Queen's Gambit Declined: Albin Countergambit,rnbqkbnr/ppp2ppp/8/3pp3/2PP4/8/PP2PPPP/RNBQKBNR
1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. Nbd2 Qe7,D08,Queen's Gambit Declined: Albin Countergambit; Balogh Variation,r1b1kbnr/ppp1qppp/2n5/4P3/2Pp4/5N2/PP1NPPPP/R1BQKB1R
1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. Nbd2 f6,D08,Queen's Gambit Declined: Albin Countergambit; Janowski Variation,r1bqkbnr/ppp3pp/2n2p2/4P3/2Pp4/5N2/PP1NPPPP/R1BQKB1R
1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. Nbd2 Bg4 6. h3 Bxf3 7. Nxf3 Bb4+ 8. Bd2 Qe7,D08,Queen's Gambit Declined: Albin Countergambit; Krenosz Variation,r3k1nr/ppp1qppp/2n5/4P3/1bPp4/5N1P/PP1BPPP1/R2QKB1R
1. d4 d5 2. c4 e5 3. dxe5 d4 4. e3 Bb4+ 5. Bd2 dxe3,D08,Queen's Gambit Declined: Albin Countergambit; Lasker Trap,rnbqk1nr/ppp2ppp/8/4P3/1bP5/4p3/PP1B1PPP/RN1QKBNR
1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. Nbd2,D08,Queen's Gambit Declined: Albin Countergambit; Modern Line,r1bqkbnr/ppp2ppp/2n5/4P3/2Pp4/5N2/PP1NPPPP/R1BQKB1R
1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3,D08,Queen's Gambit Declined: Albin Countergambit; Normal Line,rnbqkbnr/ppp2ppp/8/4P3/2Pp4/5N2/PP2PPPP/RNBQKB1R
1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 c5,D08,Queen's Gambit Declined: Albin Countergambit; Tartakower Defense,rnbqkbnr/pp3ppp/8/2p1P3/2Pp4/5N2/PP2PPPP/RNBQKB1R
1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. g3,D09,Queen's Gambit Declined: Albin Countergambit; Fianchetto Variation,r1bqkbnr/ppp2ppp/2n5/4P3/2Pp4/5NP1/PP2PP1P/RNBQKB1R
1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. g3 Be6,D09,Queen's Gambit Declined: Albin Countergambit; Fianchetto Variation; Be6 Line,r2qkbnr/ppp2ppp/2n1b3/4P3/2Pp4/5NP1/PP2PP1P/RNBQKB1R
1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. g3 Bf5,D09,Queen's Gambit Declined: Albin Countergambit; Fianchetto Variation; Bf5 Line,r2qkbnr/ppp2ppp/2n5/4Pb2/2Pp4/5NP1/PP2PP1P/RNBQKB1R
1. d4 d5 2. c4 e5 3. dxe5 d4 4. Nf3 Nc6 5. g3 Bg4,D09,Queen's Gambit Declined: Albin Countergambit; Fianchetto Variation; Bg4 Line,r2qkbnr/ppp2ppp/2n5/4P3/2Pp2b1/5NP1/PP2PP1P/RNBQKB1R
1. d4 d5 2. c4 c6,D10,Slav Defense,rnbqkbnr/pp2pppp/2p5/3p4/2PP4/8/PP2PPPP/RNBQKBNR
1. d4 d5 2. c4 c6 3. Nc3,D10,Slav Defense,rnbqkbnr/pp2pppp/2p5/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR
1. d4 d5 2. c4 c6 3. Nc3 dxc4,D10,Slav Defense,rnbqkbnr/pp2pppp/2p5/8/2pP4/2N5/PP2PPPP/R1BQKBNR
1. d4 d5 2. c4 c6 3. e4,D10,Slav Defense: Diemer Gambit,rnbqkbnr/pp2pppp/2p5/3p4/2PPP3/8/PP3PPP/RNBQKBNR
1. d4 d5 2. c4 c6 3. cxd5,D10,Slav Defense: Exchange Variation,rnbqkbnr/pp2pppp/2p5/3P4/3P4/8/PP2PPPP/RNBQKBNR
1. d4 d5 2. c4 c6 3. cxd5 cxd5 4. Nc3 Nf6 5. f3,D10,Slav Defense: Exchange Variation; Boor Attack,rnbqkb1r/pp2pppp/5n2/3p4/3P4/2N2P2/PP2P1PP/R1BQKBNR
1. d4 d5 2. c4 c6 3. Nc3 dxc4 4. e4,D10,Slav Defense: Slav Gambit; Alekhine Attack,rnbqkbnr/pp2pppp/2p5/8/2pPP3/2N5/PP3PPP/R1BQKBNR
1. d4 d5 2. c4 c6 3. Nc3 e5,D10,Slav Defense: Winawer Countergambit,rnbqkbnr/pp3ppp/2p5/3pp3/2PP4/2N5/PP2PPPP/R1BQKBNR
1. d4 d5 2. c4 c6 3. Nc3 e5 4. e4,D10,Slav Defense: Winawer Countergambit; Anti-Winawer Gambit,rnbqkbnr/pp3ppp/2p5/3pp3/2PPP3/2N5/PP3PPP/R1BQKBNR
1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Bg5,D11,Slav Defense: Bonet Gambit,rnbqkb1r/pp2pppp/2p2n2/3p2B1/2PP4/5N2/PP2PPPP/RN1QKB1R
1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nbd2,D11,Slav Defense: Breyer Variation,rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/5N2/PP1NPPPP/R1BQKB1R
1. d4 d5 2. c4 c6 3. Nf3,D11,Slav Defense: Modern Line,rnbqkbnr/pp2pppp/2p5/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R
1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. e3,D11,Slav Defense: Quiet Variation,rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/4PN2/PP3PPP/RNBQKB1R
1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. e3 Bg4,D11,Slav Defense: Quiet Variation; Pin Defense,rn1qkb1r/pp2pppp/2p2n2/3p4/2PP2b1/4PN2/PP3PPP/RNBQKB1R
1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. e3 Bf5 5. cxd5 cxd5 6. Nc3 e6 7. Ne5 Nfd7,D12,Slav Defense: Quiet Variation; Amsterdam Variation,rn1qkb1r/pp1n1ppp/4p3/3pNb2/3P4/2N1P3/PP3PPP/R1BQKB1R
1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. e3 Bf5 5. cxd5 cxd5 6. Qb3 Qc8 7. Bd2 e6 8. Na3,D12,Slav Defense: Quiet Variation; Landau Variation,rnq1kb1r/pp3ppp/4pn2/3p1b2/3P4/NQ2PN2/PP1B1PPP/R3KB1R
1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. e3 Bf5,D12,Slav Defense: Quiet Variation; Schallopp Defense,rn1qkb1r/pp2pppp/2p2n2/3p1b2/2PP4/4PN2/PP3PPP/RNBQKB1R
1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. cxd5 cxd5,D13,Slav Defense: Exchange Variation,rnbqkb1r/pp2pppp/5n2/3p4/3P4/5N2/PP2PPPP/RNBQKB1R
1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. e3 Bf5 5. cxd5 cxd5 6. Nc3,D13,Slav Defense: Exchange Variation; Schallopp Variation,rn1qkb1r/pp2pppp/5n2/3p1b2/3P4/2N1PN2/PP3PPP/R1BQKB1R
1. d4 d5 2. c4 c6 3. cxd5 cxd5 4. Nc3 Nf6 5. Nf3 Nc6 6. Bf4 Bf5,D14,Slav Defense: Exchange Variation; Symmetrical Line,r2qkb1r/pp2pppp/2n2n2/3p1b2/3P1B2/2N2N2/PP2PPPP/R2QKB1R
1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. cxd5 cxd5 5. Nc3 Nc6 6. Bf4 Bf5 7. e3 e6 8. Qb3 Bb4,D14,Slav Defense: Exchange Variation; Trifunovic Variation,r2qk2r/pp3ppp/2n1pn2/3p1b2/1b1P1B2/1QN1PN2/PP3PPP/R3KB1R
1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. e3,D15,Slav Defense: Alekhine Variation,rnbqkb1r/pp2pppp/2p2n2/8/2pP4/2N1PN2/PP3PPP/R1BQKB1R
1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 a6,D15,Slav Defense: Chebanenko Variation,rnbqkb1r/1p2pppp/p1p2n2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R
1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 a6 5. c5,D15,Slav Defense: Chebanenko Variation; Advance System,rnbqkb1r/1p2pppp/p1p2n2/2Pp4/3P4/2N2N2/PP2PPPP/R1BQKB1R
1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. e4,D15,Slav Defense: Geller Gambit,rnbqkb1r/pp2pppp/2p2n2/8/2pPP3/2N2N2/PP3PPP/R1BQKB1R
1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4 5. e4 b5 6. e5,D15,Slav Defense: Geller Gambit,rnbqkb1r/p3pppp/2p2n2/1p2P3/2pP4/2N2N2/PP3PPP/R1BQKB1R
1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 g6,D15,Slav Defense: Schlechter Variation,rnbqkb1r/pp2pp1p/2p2np1/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R
1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 Qb6,D15,Slav Defense: S?hting Variation,rnb1kb1r/pp2pppp/1qp2n2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R
1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3,D15,Slav Defense: Three Knights Variation,rnbqkb1r/pp2pppp/2p2n2/3p4/2PP4/2N2N2/PP2PPPP/R1BQKB1R
1. d4 d5 2. c4 c6 3. Nf3 Nf6 4. Nc3 dxc4,D15,Slav Defense: Two Knights Attack,rnbqkb1r/pp2pppp/2p2n2/8/2pP4/2N2N2/PP2PPPP/R1BQKB1R
