PGN,VOLUME,ECO,NAME,CONTINUATION,CONTINUATIONNAME,,
1.d4 Nf6 2.c4 g6 3.g3 d5 4.Bg2 Bg7 5.Nf3 O-O 6.O-O c6,D,D78,"Original Defesne, Neo-Grunfeld; D78",TRUE,"Original Defesne, Neo-Grunfeld",,
1.d4 Nf6 2.c4 g6 3.g3 d5 4.Bg2 Bg7 5.Nf3 O-O 6.O-O dxc4,D,D78,"Modern Defense, Neo-Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.g3 d5 4.Bg2 Bg7 5.Nf3 O-O 6.O-O Nc6,D,D78,"Polgar Variation, Neo-Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.g3 d5 4.Bg2 Bg7 5.Nf3 O-O 6.O-O c6 7.cxd5,D,D79,D79,TRUE,D79,,
1.d4 Nf6 2.c4 g6 3.g3 d5 4.Bg2 Bg7 5.Nf3 O-O 6.O-O c6 7.cxd5 cxd5,D,D79,"Ultra-delayed Exchange Variation, Neo-Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5,D,D80,Grunfeld Defense; D80,TRUE,Grunfeld Defense,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bg5,D,D80,"Stockholm Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bg5 Ne4 5.Nxe4 dxc3 6.Qd2 c5,D,D80,"Lundin Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.e3 Bg7 5.Nf3 O-O 6.b4,D,D80,"Makogonov Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.e3 Bg7 5.Nf3 O-O 6.Bd2,D,D80,"Opocensky Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.e3 Bg7 5.Nf3 O-O 6.Bd3,D,D80,"Paris Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.e3 Bg7 5.Nf3 O-O 6.Bd3 c6,D,D80,"Schlechter Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.e3 Bg7 5.Nf3 O-O 6.Bd3 c6 7.O-O Bf5,D,D80,"Flohr Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.e3 Bg7 5.Nf3 O-O 6.Bd3 c6 7.O-O Bg4,D,D80,"Smyslov Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.e3 Bg7 5.Nf3 O-O 6.Qb3,D,D80,"Vienna Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.e3 Bg7 5.Nf3 O-O 6.Qb3 dxc4 7.Bxc4 Nbd7 8.Ng5,D,D80,"Pachman Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.e3 Bg7 5.Nf3 O-O 6.Qb3 e6,D,D80,"Botvinnik Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.e3 c6,D,D80,"Schlechter Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.g3,D,D80,"Kemeri Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.g4,D,D80,Gibbon Gambit; Grunfeld Spike,FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.h4,D,D80,"Zaitsev Gambit, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Qb3,D,D81,"Accelerated Russian Variation, Grunfeld; D81",TRUE,"Accelerated Russian Variation, Grunfeld",,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bf4,D,D82,"Brinckmann Attack, Grunfeld; D82",TRUE,"Brinckmann Attack, Grunfeld",,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bf4 Bg7 5.e3 O-O,D,D83,Grunfeld Gambit; D83,TRUE,Grunfeld Gambit,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bf4 Bg7 5.e3 O-O 6.Rc1,D,D83,"Capablanca Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bf4 Bg7 5.e3 O-O 6.Rc1 c5 7.dxc5 Be6,D,D83,"Botvinnik Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bf4 Bg7 5.e3 O-O 6.Rc1 c5 7.dxc5 Qa5,D,D83,"Reshevsky Gambit, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Bf4 Bg7 5.e3 O-O 6.cxd5 Nxd5,D,D84,D84,TRUE,D84,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5,D,D85,"Exchange Variation, Grunfeld; D85",TRUE,"Exchange Variation, Grunfeld",,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3,D,D85,"Exchange Variation, Grunfeld;",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Nf3,D,D85,"Modern Main Line, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Nf3 c5 8.h3,D,D85,"Kramnik's Line, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.g3,D,D85,"Kemeri Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.Na4,D,D85,Nadanian Attack,FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4,D,D86,"Classical Main Line, Grunfeld; D86",TRUE,"Classical Main Line, Grunfeld",,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 O-O 8.Ne2 b6 9.h4 Ba6,D,D86,"Simagin Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 O-O 8.Ne2 Nc6,D,D86,"Simagin Improved Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 O-O 8.Ne2 Qd7,D,D86,"Larsen Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 O-O 8.Ne2 Qd7 9.O-O b6,D,D86,"Larsen Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 O-O 8.Ne2 c5,D,D87,"Spassky Variation, Grunfeld; D87",TRUE,"Spassky Variation, Grunfeld",,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 O-O 8.Ne2 c5 9.O-O Nc6 10.Be3,D,D87,"Seville Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 O-O 8.Ne2 c5 9.O-O Nc6 10.Be3 cxd4,D,D88,D88,TRUE,D88,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 O-O 8.Ne2 c5 9.O-O Nc6 10.Be3 cxd4 11.cxd4 Bg4 12.f3 Na5 13.Bd3,D,D89,D89,TRUE,D89,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.cxd5 Nxd5 5.e4 Nxc3 6.bxc3 Bg7 7.Bc4 O-O 8.Ne2 c5 9.O-O Nc6 10.Be3 cxd4 11.cxd4 Bg4 12.f3 Na5 13.Bd3 Be6 14.d5,D,D89,"Sokolsky Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3,D,D90,"Three Knights Variation, Grunfeld; D90",TRUE,"Three Knights Variation, Grunfeld",,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qa4+,D,D90,"Flohr Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Nf6 5.Nc3 g6,D,D90,Slav Fianchetto,FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Bg5,D,D91,"Petrosian System, Grunfeld; D91",TRUE,"Petrosian System, Grunfeld",,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Bf4,D,D92,"Hungarian Attack, Grunfeld; D92",TRUE,"Hungarian Attack, Grunfeld",,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Bf4 O-O 6.e3,D,D93,D93,TRUE,D93,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3,D,D94,"Burille Variation, Grunfeld; D94",TRUE,"Burille Variation, Grunfeld",,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3 O-O 6.b4,D,D94,"Makogonov Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3 O-O 6.Bd2,D,D94,"Opocensky Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.e3 O-O 6.Qb3,D,D95,D95,TRUE,D95,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3,D,D96,"Russian Variation, Grunfeld; D96",TRUE,"Russian Variation, Grunfeld",,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4,D,D97,D97,TRUE,D97,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 a6,D,D97,"Hungarian Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 b6,D,D97,"Levenfish Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 c6,D,D97,"Szabo (Boleslavsky) Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 Na6,D,D97,"Prins Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 Nc6,D,D97,"Simagin (Byrne) Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 Bg4,D,D98,"Smyslov Variation, Grunfeld; D98",TRUE,"Smyslov Variation, Grunfeld",,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 Bg4 8.Be2 Nfd7 9.Be2 Nb6 10.Qd3 Nc6 11.O-O-O Qc8,D,D98,"Keres Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 Bg4 8.Be3 Nfd7 9.Qb3,D,D99,D99,TRUE,D99,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.Nf3 Bg7 5.Qb3 dxc4 6.Qxc4 O-O 7.e4 Bg4 8.Be3 Nfd7 9.Qb3 c5,D,D99,"Yugoslav Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 e6,E,E00,East Indian Defense; E00,TRUE,East Indian Defense,,
1.d4 Nf6 2.c4 e6 3.Bg5,E,E00,Seirawan Attack,FALSE,-,,
1.d4 Nf6 2.c4 e6 3.g3,E,E00,Catalan Opening,FALSE,-,,
1.d4 Nf6 2.c4 e6 3.g3 e5,E,E00,"Hungarian Gambit, Catalan",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.g4,E,E00,"Devin Gambit, Catalan",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.g3 d5,E,E01,E01,TRUE,E01,,
1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 dxc4,E,E02,E02,TRUE,E02,,
1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 dxc4 5.Qa4+ Nbd7 6.Qxc4,E,E03,E03,TRUE,E03,,
1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 dxc4 5.Qa4+ Nbd7 6.Qxc4 a6 7.Qc2,E,E03,"Alekhine Variation, Catalan",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 dxc4 5.Nf3,E,E04,"Open Defense, Catalan; E04",TRUE,"Open Defense, Catalan",,
1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 dxc4 5.Nf3 Be7,E,E05,"Classical Line, Catalan; E05",TRUE,"Classical Line, Catalan",,
1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 dxc4 5.Nf3 Nc6 6.Qa4 Bb4+,E,E05,"Modern Sharp Variation, Catalan",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2,E,E06,"Closed Variation, Catalan",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 Be7,E,E06,E06,TRUE,E06,,
1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 c5 5.Nf3 Nc6,E,E06,"Tarrasch Defense, Catalan",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 Be7 5.Nf3 O-O 6.O-O Nbd7,E,E07,E07,TRUE,E07,,
1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 Be7 5.Nf3 O-O 6.O-O Nbd7 7.Nc3 c6 8.Qd3,E,E07,"Botvinnik Variation, Catalan",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 Be7 5.Nf3 O-O 6.O-O Nbd7 7.Qc2,E,E08,E08,TRUE,E08,,
1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 Be7 5.Nf3 O-O 6.O-O Nbd7 7.Qc2 c6 8.Rd1 b6 9.a4,E,E08,"Zagoriansky Variation, Catalan",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 Be7 5.Nf3 O-O 6.O-O Nbd7 7.Qc2 c6 8.Nbd2,E,E09,E09,TRUE,E09,,
1.d4 Nf6 2.c4 e6 3.g3 d5 4.Bg2 Be7 5.Nf3 O-O 6.O-O Nbd7 7.Qc2 c6 8.Nbd2 b6 8.Nbd2 b6 9.b3 a5 10.Bb2 Ba6,E,E09,"Sokolsky Variation, Catalan",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3,E,E10,Anti-Nimzo-Indian; E10,TRUE,Anti-Nimzo-Indian,,
1.d4 Nf6 2.c4 e6 3.Nf3 a6,E,E10,Dzindzi-Indian Defense,FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 c5,E,E10,Blumenfeld Variation,FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.d5 b5,E,E10,Blumenfeld Countergambit,FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.d5 b5 5.Bg5,E,E10,Dus-Chotimursky Variation,FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.d5 b5 5.Bg5 exd5 6.cxd5 h6,E,E10,"Spielmann Variation, Blumenfeld",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.d5 b5 5.dxe6 fxe6 6.cxb5 d5,E,E10,Blumenfeld Countergambit Accepted,FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 c5 4.d5 b5 5.e4,E,E10,"Rubinstein Variation, Blumenfeld",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 Ne4,E,E10,Dory (Doery) Defense,FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 Bb4+,E,E11,Bogoljubow Defense; Bogo-Indian Defense; E11,TRUE,Bogoljubow Defense; Bogo-Indian Defense,,
1.d4 Nf6 2.c4 e6 3.Nf3 Bb4+ 4.Bd2 Bxd2+ 5.Qxd2 b6 6.g3 Bb7 7.Bg2 O-O 8.Nc3 Ne4 9.Qc2 Nxc3 10.Bg5,E,E11,Monticelli Trap,FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 Bb4+ 4.Bd2 Qe7,E,E11,"Nimzovich Variation, Bogo-Indian",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 Bb4+ 4.Nbd2,E,E11,"Grunfeld Variation, Bogo-Indian",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6,E,E12,Queen's Indian Defense; E12,TRUE,Queen's Indian Defense,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.a3,E,E12,"Petrosian Variation, QID",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.a3 Ba6 5.Qc2 Bb7,E,E12,"Farago Defense, QID",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.a3 Bb7 5.Nc3 d5 6.cxd5 Nxd5 7.Qc2 c5 8.e4 Nxc3 9.bxc3 Nc6 10.Bb2 cxd4 11.cxd4 Rc8 12.Rd1 Bd6,E,E12,"Murey Variation, QID",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Bf4,E,E12,"Miles Variation, QID",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3,E,E12,"Kasparov Variation, QID",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.a3,E,E12,"Kasparov-Petrosian Variation, QID",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.a3 d5 6.cxd5 Nxd5 7.e4,E,E12,"Polovodin Gambit, QID",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.a3 g6,E,E12,"Hedgehog Variation, QID",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.Bg5 h6 6.Bh4 g5 7.Bg3 Nh5,E,E12,"Botvinnik Variation, QID",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.Nc3 Bb7 5.Bg5 h6 6.Bh4 Bb4,E,E13,E13,TRUE,E13,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.e3,E,E14,"Spassky System, QID; E14",TRUE,"Spassky System, QID",,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.e3 Bb7 5.Bd3 c5 6.O-O Be7 7.b3 O-O 8.Bb2 cxd4 9.Nxd4,E,E14,"Averbakh Variation, QID",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3,E,E15,"Fianchetto System, QID; E15",TRUE,"Fianchetto System, QID",,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Ba6,E,E15,"Nimzovich Variation, QID",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Ba6 5.b3,E,E15,"Quiet Line, QID",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Ba6 5.Qa4+,E,E15,"Nimzovich Attack, QID",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Ba6 5.Qb3,E,E15,"Timman's Line, QID",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 c5,E,E15,"Saemisch Variation, QID",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7,E,E16,"Fianchetto Traditional, QID; E16",TRUE,"Fianchetto Traditional, QID",,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Bb4+,E,E16,"Capablanca Variation, QID",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Bb4+ 6.Bd2 a5,E,E16,"Yates Variation, QID",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Bb4+ 6.Bd2 Be7,E,E16,"Riumin Variation, QID",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 c5 6.d5 exd5 7.Ng5,E,E16,"Buerger Variation, QID",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 c5 6.d5 exd5 7.Nh4,E,E16,"Rubinstein Variation, QID",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Qc8 6.O-O c5 7.d5,E,E16,"Fine Variation, QID",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7,E,E17,"Traditional Variation, QID; E17",TRUE,"Traditional Variation, QID",,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.Nc3,E,E17,Anti-Queen's Indian System,FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.Nc3 Ne4 7.Bd2,E,E17,"Opocensky Variation, QID",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O,E,E17,"Classical Variation, QID",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O O-O 7.b3,E,E17,"Euwe Variation, QID",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O O-O 7.d5 exd5 8.Nd4,E,E17,"Taimanov Gambit, QID",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O O-O 7.d5 exd5 8.Nh4,E,E17,"Polugaevsky Gambit, QID",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O O-O 7.Re1,E,E17,"Kramnik Variation, QID",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O O-O 7.Nc3,E,E18,E18,TRUE,E18,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O O-O 7.Nc3 Na6,E,E18,"Tiviakov Defense, QID",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nf3 b6 4.g3 Bb7 5.Bg2 Be7 6.O-O O-O 7.Nc3 Ne4 8.Qc2,E,E19,E19,TRUE,E19,,
1.d4 Nf6 2.c4 e6 3.Nc3,E,E20,E20,TRUE,E20,,
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4,E,E20,Nimzo-Indian Defense,FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.f3,E,E20,"Kmoch Variation, Nimzo-Indian",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.g3,E,E20,"Steiner Variation, Nimzo-Indian; Romanishin Variation",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Nf3 c5 5.g3 O-O 6.Bg2,E,E20,"Romanishin Variation, Nimzo-Indian",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Nf3 c5 5.g3 O-O 6.Bg2 cxd4 7.Nxd4 d5 8.cxd5 Nxd5,E,E20,"English Hybrid, Nimzo-Indian",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Nf3 d5,E,E20,"Ragozin Variation, Nimzo-Indian",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Nf3,E,E21,"Three Knights Variation, Nimzo-Indian; E21",TRUE,"Three Knights Variation, Nimzo-Indian",,
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Nf3 c5 5.d5,E,E21,"Korchnoi Variation, Nimzo-Indian",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Nf3 c5 5.d5 b5,E,E21,"Shocron Gambit, Nimzo-Indian",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Nf3 c5 5.d5 Ne4,E,E21,"Euwe Variation, Nimzo-Indian",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qb3,E,E22,"Spielmann Variation, Nimzo-Indian; E22",TRUE,"Spielmann Variation, Nimzo-Indian",,
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qb3 c5 5.dxc5 Nc6,E,E23,"Romanovsky Gambit, Nimzo-Indian; E23",TRUE,"Romanovsky Gambit, Nimzo-Indian",,
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qb3 c5 5.dxc5 Nc6 6.Nf3 Ne4 7.Bd2 Nxc5,E,E23,"San Remo Variation, Nimzo-Indian; Stahlberg Variation",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qb3 c5 5.dxc5 Nc6 6.Nf3 Ne4 7.Bd2 Nxc5 8.Qc2 f5 9.g3,E,E23,"Stahlberg Variation, Nimzo-Indian",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qb3 c5 5.dxc5 Nc6 6.Nf3 Ne4 7.Bd2 Nxd2,E,E23,"Carlsbad Variation, Nimzo-Indian",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.Qb3 c5 5.dxc5 Nc6 6.Nf3 Ne4 7.Bd2 Nxd2 8.Nxd2 O-O 9.O-O-O,E,E23,"Stahlberg Variation, Nimzo-Indian",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.a3,E,E24,"Saemisch Variation, Nimzo-Indian; E24",TRUE,"Saemisch Variation, Nimzo-Indian",,
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.a3 Bxc3+ 5.bxc3,E,E24,"Accelerated Saemisch Variation, Nimzo-Indian",FALSE,-,,
1.d4 Nf6 2.c4 e6 3.Nc3 Bb4 4.a3 Bxc3+ 5.bxc3 c5 6.f3 d5 7.e3 O-O 8.cxd5 Nxd5,E,E24,"Botvinnik Variation, Nimzo-Indian",FALSE,-,,
