PGN,VOLUME,ECO,NAME,CONTINUATION,CONTINUATIONNAME,,
1.d4 d5 2.c4 e6 3.Nc3 c6 4.Nf3 dxc4 5.Bg5 f6,D,D31,"Beliavsky Line, Semi-Slav",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 c5,D,D32,"Tarrasch Defense, QGD; D32",TRUE,"Tarrasch Defense, QGD",,
1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 cxd4,D,D32,"Schara-Hennig; Duisburg Gambit, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 cxd4 5.Qxd4 Nc6 6.Qd1 exd5 7.Qxd5 Be6,D,D32,"Von Hennig Gambit, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.dxc5 d4 6.Na4 b5,D,D32,"Tarrasch Gambit, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.e4,D,D32,"Marshall Gambit, Tarrasch",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3,D,D32,"Two Knights Variation, Tarrasch",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3 Nc6 6.dxc5 d4 7.Na4 b5,D,D32,"Grunfeld Gambit, Tarrasch",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 c5 4.e3 Nf6 5.Nf3 Nc6,D,D32,"Symmetrical Variation, Tarrasch",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3 Nc6 6.g3,D,D33,"Lodz; Schlecter; Rubinstein Var, QGD; D33",TRUE,"Lodz; Schlecter; Rubinstein Var, QGD",,
1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3 Nc6 6.g3 c4,D,D33,"Folkestone; Swedish Var, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3 Nc6 6.g3 Nf6,D,D33,"Prague Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3 Nc6 6.g3 Nf6 7.Bg2 Bg4,D,D33,"Wagner Variation, Tarrasch",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3 Nc6 6.g3 Nf6 7.Bg2 Be7,D,D34,D34,TRUE,D34,,
1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3 Nc6 6.g3 Nf6 7.Bg2 Be7 8.O-O O-O,D,D34,"Rubinstein; Normal Position, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3 Nc6 6.g3 Nf6 7.Bg2 Be7 8.O-O O-O 9.Bg5,D,D34,"Carlsbad Variation, Tarrasch",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3 Nc6 6.g3 Nf6 7.Bg2 Be7 8.O-O O-O 9.Bg5 Be6,D,D34,"Endgame Variation, Tarrasch",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3 Nc6 6.g3 Nf6 7.Bg2 Be7 8.O-O O-O 9.Bg5 Be6 10.Rc1 c4,D,D34,"Bogoljubow Variation, Tarrasch",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3 Nc6 6.g3 Nf6 7.Bg2 Be7 8.O-O O-O 9.Bg5 c4,D,D34,"Advance Variation, Tarrasch",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3 Nc6 6.g3 Nf6 7.Bg2 Be7 8.O-O O-O 9.Bg5 cxd4 10.Nxd4,D,D34,"Spassky Variation, Tarrasch",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3 Nc6 6.g3 Nf6 7.Bg2 Be7 8.O-O O-O 9.dxc5 Bxc5 10.Na4,D,D34,"Reti Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 c5 4.cxd5 exd5 5.Nf3 Nc6 6.g3 Nf6 7.Bg2 Be7 8.O-O O-O 9.dxc5 d4,D,D34,Classical Tarrasch Gambit,FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6,D,D35,D35,TRUE,D35,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bf4,D,D35,"Harrwitz; Rubinstein Var, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5,D,D35,"Exchange Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5 exd5 5.Bg5,D,D35,"Positional Variation, Exchange Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5 exd5 5.Nf3 Nbd7 6.Bf4,D,D35,"Saemisch Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.cxd5 exd5 5.Bg5 c6 6.Qc2,D,D36,"Reshevsky Variation, QGD; D36",TRUE,"Reshevsky Variation, QGD",,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3,D,D37,"Three Knights Variation, QGD; D37",TRUE,"Three Knights Variation, QGD",,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Be7 5.Bf4,D,D37,"Harrwitz Attack, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Bb4,D,D38,"Ragozin Variation, QGD; D38",TRUE,"Ragozin Variation, QGD",,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Bb4 5.Qa4,D,D38,"Alekhine Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 Bb4 5.Bg5 dxc4,D,D39,"Vienna Variation, QGD; D39",TRUE,"Vienna Variation, QGD",,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5,D,D40,"Semi-Tarrasch Variation, QGD; D40",TRUE,"Semi-Tarrasch Variation, QGD",,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5 5.Bg5,D,D40,"Pillsbury Variation, Semi-Tarrasch",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5 5.cxd5,D,D41,D41,TRUE,D41,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5 5.cxd5 Nxd5 6.e4 Nxc3 7.bxc3 cxd4 8.cxd4 Bb4+ 9.Bd2 Bxd2+,D,D41,"San Sebastian Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c5 5.cxd5 Nxd5 6.e3 Nc6 7.Bd3,D,D42,D42,TRUE,D42,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6,D,D43,D43,TRUE,D43,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.Bg5,D,D43,"Anti-Meran Gambit, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.Bg5 dxc4,D,D44,Semi-Slav Defense Accepted; D44,TRUE,Semi-Slav Defense Accepted,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.Bg5 dxc4 6.e4 b5,D,D44,"Botvinnik Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.Bg5 dxc4 6.e4 b5 7.e5 h6 8.Bh4 g5 9.exf6 gxh4 10.Ne5,D,D44,"Ekstrom Variation, Semi-Slav",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.Bg5 dxc4 6.e4 b5 7.e5 h6 8.Bh4 g5 9.Nxg5 hxg5 10.Bxg5 Nbd7,D,D44,"Lilienthal Variation, Semi-Slav",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.Bg5 dxc4 6.e4 b5 7.e5 h6 8.Bh4 g5 9.Nxg5 Nd5,D,D44,"Alatortsev System, Semi-Slav",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.Bg5 h6 6.Bh4,D,D44,Anti-Moscow Gambit,FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 Ne4 6.Bd3 f5,D,D44,"Stonewall Defense, Semi-Slav",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 dxc4,D,D44,"Vienna Variation, Semi-Slav",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3,D,D45,D45,TRUE,D45,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 a6,D,D45,"Acclerated Meran, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 Nbd7,D,D45,"Normal Variation, Semi-Slav",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 Nbd7 6.Ne5,D,D45,Rubinstein; anti-Meran,FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 Nbd7 6.Qc2,D,D45,"Stoltz Variation, Semi-Slav",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 Nbd7 6.Qc2 Bd6 7.e4,D,D45,"Center Variation, Semi-Slav",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 Nbd7 6.Qc2 Bd6 7.e4 dxe4 8.Nxe4 Nxe4 9.Qxe4 e5 10.dxe5,D,D45,"Mikhalchishin Line, Semi-Slav",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 Nbd7 6.Qc2 Bd6 7.g4,D,D45,"Shabalov Attack, Semi-Slav",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 Nbd7 6.Bd3,D,D46,D46,TRUE,D46,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 Nbd7 6.Bd3 Bb4,D,D46,"Romi Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 Nbd7 6.Bd3 Bd6,D,D46,"Chigorin Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 Nbd7 6.Bd3 Be7,D,D46,"Bogoljubow Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 Nbd7 6.Bd3 dxc4 7.Bxc4,D,D47,"Meran Variation, QGD; D47",TRUE,"Meran Variation, QGD",,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 Nbd7 6.Bd3 dxc4 7.Bxc4 b5 8.Bd3 b4,D,D47,Lundin; Neo-Meran,FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 Nbd7 6.Bd3 dxc4 7.Bxc4 b5 8.Bd3 Bb7,D,D47,"Wade Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 Nbd7 6.Bd3 dxc4 7.Bxc4 b5 8.Bd3 Bb7 9.e4 b4 10.Na4 c5,D,D47,"Larsen Variation, Semi-Slav",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 Nbd7 6.Bd3 dxc4 7.Bxc4 b5 8.Bd3 a6,D,D48,"Reynolds Variation, QGD; D48",TRUE,"Reynolds Variation, QGD",,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 Nbd7 6.Bd3 dxc4 7.Bxc4 b5 8.Bd3 a6 9.e4 b4,D,D48,"Pirc Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 Nbd7 6.Bd3 dxc4 7.Bxc4 b5 8.Bd3 a6 9.e4 c5 10.e5,D,D48,"Old Variation, Semi-Slav",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 Nbd7 6.Bd3 dxc4 7.Bxc4 b5 8.Bd3 a6 9.e4 d5,D,D48,"Reynolds Variation, Semi-Slav",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 Nbd7 6.Bd3 dxc4 7.Bxc4 b5 8.Bd3 a6 9.O-O,D,D48,"Old Meran Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 Nbd7 6.Bd3 dxc4 7.Bxc4 b5 8.Bd3 a6 9.e4 c5 10.e5 cxd4 11.Nxb5,D,D49,"Blumenfeld Variation, QGD; D49",TRUE,"Blumenfeld Variation, QGD",,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 Nbd7 6.Bd3 dxc4 7.Bxc4 b5 8.Bd3 a6 9.e4 c5 10.e5 cxd4 11.Nxb5 Nxe5,D,D49,"Sozin Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Nf3 c6 5.e3 Nbd7 6.Bd3 dxc4 7.Bxc4 b5 8.Bd3 a6 9.e4 c5 10.e5 cxd4 11.Nxb5 Nxe5 12.Nxe5 axb5,D,D49,"Stahlberg Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5,D,D50,"Modern Variation, QGD; D50",TRUE,"Modern Variation, QGD",,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.Nf3 h6 6.Bh4 O-O 7.Rc1 dxc4,D,D50,"Uhlmann Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 c5,D,D50,Been & Koomen; Dutch & Peruvian,FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 c5 5.cxd5,D,D50,"Pseudo-Tarrasch Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 c5 5.cxd5 Qb6,D,D50,"Canal; Venice Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 c5 5.Nf3 cxd4 6.Qxd4,D,D50,"Primitive Pillsbury Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7,D,D51,"Knight Defense, QGD; D51",TRUE,"Knight Defense, QGD",,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.e3 Bb4,D,D51,"Manhattan; Westphalia Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.e3 Bb4 6.Nf3 c5,D,D51,"Westphalian Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.Nf3 c6 6.e4,D,D51,"Alekhine Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.Nf3 h6 6.Bh4 dxc4,D,D51,"Alekhine Gambit, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.e3 c6 6.Nf3,D,D52,D52,TRUE,D52,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.e3 c6 6.Nf3 Qa5,D,D52,"Cambridge Springs; Pillsbury Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.e3 c6 6.Nf3 Qa5 7.Nd2 Bb4 8.Qc2,D,D52,"Bogoljubov Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Nbd7 5.e3 c6 6.Nf3 Qa5 7.Nd2 Bb4 8.Qc2 O-O 9.Bh4,D,D52,"Argentine Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7,D,D53,D53,TRUE,D53,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.Bxf6,D,D53,"Heral Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 Ne4,D,D53,"Lasker Defense, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Rc1,D,D54,"Neo-Orthodox Variation, QGD; D54",TRUE,"Neo-Orthodox Variation, QGD",,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3,D,D55,D55,TRUE,D55,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 b6 7.Bd3 Bb7 8.cxd5 exd5 9.Ne5,D,D55,"Pillsbury Attack, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6,D,D55,"Neo Orthodox Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bxf6,D,D55,"Anti-Tartakower Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bxf6 Bxf6 8.Rc1 c6 9.Bd3 Nd7 10.O-O dxc4,D,D55,"Petrosian Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4,D,D56,D56,TRUE,D56,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 Ne4 8.Bxe7 Qxe7,D,D56,"Lasker Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 Ne4 8.Bxe7 Qxe7 9.Qc2,D,D56,"Teichmann Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 Ne4 8.Bxe7 Qxe7 9.cxd5,D,D57,D57,TRUE,D57,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 Ne4 8.Bxe7 Qxe7 9.cxd5 Nxc3 10.bxc3,D,D57,"Bernstein Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 b6,D,D58,"Tartakower Variation, QGD; D58",TRUE,"Tartakower Variation, QGD",,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 h6 7.Bh4 b6 8.cxd5 Nxd5,D,D59,"Exchange Variation, Tartakower Defense, QGD; D59",TRUE,"Exchange Variation, Tartakower Defense, QGD",,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7,D,D60,"Orthodox Variation, QGD; D60",TRUE,"Orthodox Variation, QGD",,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Bd3,D,D60,"Botvinnik Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Qb3,D,D60,"Rauzer Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Qc2,D,D61,"Rubinstein Variation, Orthodox Defense, QGD; D61",TRUE,"Rubinstein Variation, Orthodox Defense, QGD",,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Qc2 c5 8.cxd5,D,D62,D62,TRUE,D62,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1,D,D63,D63,TRUE,D63,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 a6,D,D63,"Henneberger; Swiss Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 b6 8.cxd5 exd5 9.Bb5,D,D63,"Capablanca Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 b6 8.cxd5 exd5 9.Bd3,D,D63,"Pillsbury Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6,D,D63,"Rubinstein Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.h4,D,D64,"Janowski Variation, Orthodox Defense, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Qc2,D,D64,"Rubinstein Attack, Orthodox Defense, QGD;  D64",TRUE,"Rubinstein Attack, Orthodox Defense, QGD;",,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Qc2 a6 9.cxd5,D,D65,D65,TRUE,D65,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3,D,D66,D66,TRUE,D66,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 b5,D,D66,"Fianchetto Variation, Orthodox Defense, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5,D,D67,"Capablanca Freeing Maneuver, QGD; D67",TRUE,"Capablanca Freeing Maneuver, QGD",,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7 11.Ne4,D,D67,"Alekhine Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7 11.O-O Nxc3 12.Rxc3,D,D67,"Classical Variation, QGD",FALSE,-,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7 11.O-O Nxc3 12.Rxc3 e5,D,D68,D68,TRUE,D68,,
1.d4 d5 2.c4 e6 3.Nc3 Nf6 4.Bg5 Be7 5.e3 O-O 6.Nf3 Nbd7 7.Rc1 c6 8.Bd3 dxc4 9.Bxc4 Nd5 10.Bxe7 Qxe7 11.O-O Nxc3 12.Rxc3 e5 13.dxe5,D,D69,D69,TRUE,D69,,
1.d4 Nf6 2.c4 g6,D,D70,King's Indian Defense; West Indian Defense; D70,TRUE,King's Indian Defense; West Indian Defense,,
1.d4 Nf6 2.c4 g6 3.d5,D,D70,Anti-Grunfeld Variation,FALSE,-,,
1.d4 Nf6 2.c4 g6 3.d5 b5,D,D70,Danube Gambit; Adorjan Gambit,FALSE,-,,
1.d4 Nf6 2.c4 g6 3.d5 b5 4.cxb5 a6 5.bxa6 c6,D,D70,Danube; Donau Gambit,FALSE,-,,
1.d4 Nf6 2.c4 g6 3.f3,D,D70,Nimzovich Attack; Anti-Grunfeld; Alekhine Variation,FALSE,-,,
1.d4 Nf6 2.c4 g6 3.f3 d5,D,D70,Goglidze Attack,FALSE,-,,
1.d4 Nf6 2.c4 g6 3.f3 e5,D,D70,Leko Gambit,FALSE,-,,
1.d4 Nf6 2.c4 g6 3.g3 d5,D,D70,Kemeri; Neo-Grunfeld ,FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.f3,D,D70,"Lutikov Variation, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nc3 d5 4.f3 c5 5.cxd5 Nxd5 6.Na4,D,D70,"Murey Attack, Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 g6 3.Nf3 d5,D,D70,Neo-Grunfeld Defense,FALSE,-,,
1.d4 Nf6 2.c4 Nc6,D,D70,Iago Defense,FALSE,-,,
1.d4 Nf6 2.c4 g6 3.g3 d5 4.Bg2 Bg7,D,D71,Counterthrust Variation,FALSE,-,,
1.d4 Nf6 2.c4 g6 3.g3 d5 4.Bg2 Bg7 5.cxd5 Nxd5,D,D71,"Exchange Variation, Neo-Grunfeld",FALSE,-,,
1.d4 Nf6 2.c4 Nc6 3.g3 d5,D,D71,D71,TRUE,D71,,
1.d4 Nf6 2.c4 g6 3.g3 d5 4.Bg2 Bg7 5.cxd5 Nxd5 6.e4 Nb6,D,D72,D72,TRUE,D72,,
1.d4 Nf6 2.c4 g6 3.g3 d5 4.Bg2 Bg7 5.Nf3,D,D73,D73,TRUE,D73,,
1.d4 Nf6 2.c4 g6 3.g3 d5 4.Bg2 Bg7 5.Nf3 O-O 6.cxd5 Nxd5 7.O-O,D,D74,"Delayed Exchange Variation, Neo-Grunfeld; D74",TRUE,"Delayed Exchange Variation, Neo-Grunfeld",,
1.d4 Nf6 2.c4 g6 3.g3 d5 4.Bg2 Bg7 5.Nf3 O-O 6.cxd5 Nxd5 7.O-O c5,D,D75,D75,TRUE,D75,,
1.d4 Nf6 2.c4 g6 3.g3 d5 4.Bg2 Bg7 5.Nf3 O-O 6.cxd5 Nxd5 7.O-O Nb6,D,D76,D76,TRUE,D76,,
1.d4 Nf6 2.c4 g6 3.g3 d5 4.Bg2 Bg7 5.Nf3 O-O 6.O-O,D,D77,"Classical Variation, Neo-Grunfeld; D77",TRUE,"Classical Variation, Neo-Grunfeld",,
